production_companies,average rating,average vote,average popularity,release year,userid
August Entertainment|Allied Vision|Hungarofilm|Allied Cine Group Pic II,2.9166666666666665,5.5,1.108322,1989,271383
Gainsborough Pictures,3.4,4.5600000000000005,1.2370858,1992,216499
Horseshoe Films|A Ticklish Tale|Fumes Production,3.727810650887574,7.299999999999978,7.418451999999982,2016,283189
Les Productions Jacques Roitfeld|Empire Films|Trébol Films C.C.,2.857142857142857,7.0,1.5506709999999997,1969,271383
New Line Cinema|Miramax Films,3.0495495495495497,4.799999999999971,1.296861999999992,1996,281674
Süddeutscher Rundfunk|Bavaria Atelier|Krátký Film Praha|Ceskoslovenský Filmexport|Filmové Studio Gottwaldov,3.8333333333333335,7.400000000000001,1.18221,1978,123100
Art Pictures Studio|Barter Films|Eclectic Pictures,3.875,8.0,0.756327,2016,169720
Bess Movie|Pentagrama Films,2.264705882352941,4.1000000000000005,5.257142000000001,2005,268140
InformAction Films,3.5,6.7,0.194929,2014,123100
Joe Siu International Film|Movie Impact Ltd,3.0,7.5,0.085889,1989,123100
Mutual Film Company,3.5193050193050195,6.900000000001019,13.217418999997067,1999,283195
Scanbox|Imperial Entertainment|Shah/Jensen,2.8333333333333335,5.3,11.483130000000001,1992,260467
Toho Company|Mifune Productions Co. Ltd.,3.625,7.9,0.622677,1969,188864
Warner Home Video|Flame Ventures|Raw Feed|Papazian-Hirsch Entertainment International,2.6574074074074074,5.0,4.657670999999995,2006,278331
Bandai Visual Company|Movic|Emotion|Namco Bandai Games|Production I.G.|Tokyu Agency|Bandai Channel|TOV Project,3.05,5.799999999999999,1.2273910000000001,2009,282094
Cemo Film,3.357142857142857,5.6000000000000005,0.991732,1967,272297
Hemdale Film|Dynamic,2.892857142857143,6.0,0.8701740000000003,1982,281983
MACT Productions|La Sarraz Pictures,2.75,6.7,0.24298099999999997,2014,178517
Paramount Pictures|Elkins Productions International Corporation|Freeward Films|Life Investors International,2.8,5.6,1.180514,1973,273274
Wolfe Releasing,3.4411764705882355,4.9,1.6904879999999993,2011,248881
BBC Worldwide,2.7222222222222223,5.5,1.4356609999999999,2010,262990
Boogiefilm|Das Kleine Fernsehspiel (ZDF)|Enigma Film,3.8461538461538463,6.700000000000002,0.9596619999999999,2011,280252
Centrul de Productie Cinematografica Bucuresti,3.75,0.0,0.259357,1979,148529
Film Science|The Lab Of Madness|Neighborhood Watch|Paradise City,3.720360824742268,6.899999999999963,11.509412000000095,2013,281508
FilmEngine|After Dark Films|BenderSpink,2.849127182044888,5.099999999999962,7.22841299999997,2009,282421
Gorky Film Studio|Nordisk Tonefilm International,3.1666666666666665,6.299999999999998,5.553736999999999,1987,248607
Muse Productions|Brink Films|Silver Nitrate,3.4003516998827665,6.600000000000052,7.115354999999926,2001,283093
Snoot Entertainment,3.1341463414634148,6.39999999999999,9.968649000000019,2015,275402
Sunshine Pictures|Pen India Limited,3.0,5.6,1.120333,2017,127488
Warner Bros.|Heyday Films|Esperanto Filmoj,3.632740777833417,7.300000000001628,18.50193999999557,2013,283210
Choice Films Inc.,3.3333333333333335,7.7,0.46368800000000004,2005,266657
Connell Creations|Window Pictures|Woodcreek Faction Productions,2.98,6.0,0.5855510000000003,2012,258997
Edison Manufacturing Company,1.875,4.55,1.102588,1891,250667
J.E.M. Productions,4.0,7.400000000000001,0.868468,2012,230338
MacGillivray Freeman Films|IMAX|Warner Bros.,3.25,5.7,1.926557,2012,268681
Monogram Pictures|Banner Productions,3.3333333333333335,5.3,1.289375,1941,216499
Orion Pictures|Warner Bros.,3.5575972203661634,7.099999999999072,8.800454999998633,1981,283228
Pioneer Pictures|Rook Films,3.261111111111111,6.10000000000001,6.509546,2014,282365
Troma Entertainment|Chapter V Enterprises|R.A.P. Productions,0.85,2.3000000000000003,0.6392420000000001,1990,272546
Varma Corporation|India Talkies,3.4444444444444446,6.699999999999996,1.891137999999999,1998,275210
Yari Film Group,2.625,5.099999999999999,3.201148000000001,2003,267679
Academy Pictures,3.2429906542056073,6.5,7.784938999999982,1973,282074
Claudia Cinematografica,2.357142857142857,5.2,1.31119,1974,253986
DD Productions|Alicéléo|France 2 Cinéma,2.8636363636363638,6.099999999999998,1.3401539999999992,2009,282203
Kinokater,0.5,3.3,1.77499,2015,49508
Motion Picture Corporation of America (MPCA)|Riviera Films,3.1515151515151514,6.400000000000003,6.734370000000005,2011,268018
Pop Gun Pictures,3.75,7.5,0.219855,2012,198355
Reel FX Creative Studios|Disney Channel,3.424731182795699,5.89999999999999,4.0195929999999915,2004,281359
Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group|Da Vinci Media Ventures,2.713375796178344,5.0,6.942138999999999,2015,279173
Warner Bros.|Golan-Globus Productions|Cannon Entertainment|Cinema Verity,3.4528535980148884,6.400000000000048,3.970538000000019,1988,282471
Blumhouse Television|Sea to Sky Entertainment|Levens,3.425287356321839,6.300000000000004,2.0973309999999974,2014,282119
Corona Cinematografica|Opera Film,3.0,6.5,0.627959,1979,123100
Craven-Maddalena Films|Outerbanks Entertainment|Dimension Films|Kalis Productions GmbH & Co. Zweite KG,2.4835443037974683,5.099999999999963,8.949721999999944,2005,282374
ITV|Sprout Pictures,4.25,4.9,1.161399,2012,269023
Montrose Pictures,3.25,6.700000000000001,0.9915710000000002,2011,269098
Moonlight Productions,2.375,4.8,0.153382,1984,260317
Mosfilm,3.930075187969925,7.745338345864754,7.479802521052752,1993,283021
Paramount Pictures|Debra Hill Productions|PolyGram Filmed Entertainment|The Guber-Peters Company,3.4907201187824795,7.099999999999278,7.720008999999657,1985,283000
Rangeland Productions,2.607142857142857,5.900000000000004,10.067124999999992,2009,276744
Relativity Media|Misher Films|Yucaipa Films|Goldmann Pictures|Rat Entertainment|Misha Films,2.930835734870317,5.5,14.170183000000135,2012,281861
Twentieth Century Fox Film Corporation|Blue Sky Studios,3.5625,6.700000000000001,2.7184780000000006,2011,278022
Warner Bros.|Azoff Entertainment|The Canton Company,2.407072792978833,5.5,7.372418999999777,1998,283195
Avala Film|Central Cinema Company Film (CCC),2.5833333333333335,6.300000000000002,1.3112629999999996,1966,273271
Columbia TriStar Home Video|Creature Features Productions LLC,1.6666666666666667,5.0,1.762141,2001,190096
Flach Film,3.1666666666666665,6.5,0.803169,2000,196466
Fogbound Inc.,2.3366666666666664,5.100000000000014,2.031592999999993,1983,282781
Makar Productions|Pictorion Pictures,2.75,6.0,1.325624,2006,212343
Paramount Pictures|Miller-Milkis Productions|Shelburne Associates,3.5331491712707184,6.300000000000054,4.789541999999986,1978,281968
Rebel Film BV|Avatar Entertainment Group,2.357142857142857,5.6000000000000005,1.3916389999999998,2009,273842
The Guber-Peters Company|Warner Bros.,3.142857142857143,6.399999999999986,5.504082000000003,1985,280868
The Weinstein Company|Summit Entertainment|Tezuka Production Company Ltd.|Imagi Animation Studios,3.178486997635934,6.099999999999952,13.293466000000063,2009,281633
Touchstone Pictures,2.5349203408669876,4.86828454983298,9.154583371618566,1996,283215
Trigon Films|Kanoon Iran Novin|Iranian Independents,3.3333333333333335,7.0,0.769553,2013,250754
Walt Disney Pictures|United Artists Pictures,2.96875,5.9750000000000005,0.7410326250000002,1933,263860
micro_scope,3.75,6.3,4.982867,2012,262584
mr. kirby productions,2.3,4.200000000000001,0.296765,2002,278595
Associated Producers (API),3.25,5.4,0.469209,1963,197735
Comique Film Company,3.3157894736842106,6.0,0.21474200000000007,1918,274433
Filmwerks,2.281456953642384,3.8999999999999893,0.7822919999999985,1996,280148
Larco Productions,2.0,4.6000000000000005,1.3173220000000003,1987,275244
Nina Saxon Film Design|HBO Films,3.8732876712328768,7.5,3.2601019999999856,2004,283062
P.A.C.|Atlas International Film,3.0,0.0,8.2E-5,1976,73145
Prism Entertainment Corporation,0.5,4.1,1.400527,1993,111908
Gaumont|Avalon|Région Midi-Pyrénnées|22h22,3.3,6.3,0.887637,2013,278069
Kaikai Kiki Co.|Nishimura Motion Picture Model Makers Group,2.5,6.5,1.512573,2013,175313
New York Motion Picture,3.0,6.0,0.113836,1915,227150
Nick Wechsler/Miracle Pictures|Volume One Entertainment,3.263948497854077,6.59999999999998,4.368639000000009,2007,280655
Nippon Television Network (NTV),3.5555555555555554,7.299999999999999,2.880395,2007,255994
RKO Pictures|The Nederlander Organization,3.3392857142857144,5.099999999999997,0.31466800000000006,1982,252364
Rainer Werner Fassbinder Foundation,2.0,5.0,0.142814,1998,123100
Regner Grasten Film,4.5,7.1,1.375491,1999,216280
Televisión Española (TVE)|Emiliano Piedra,3.575,5.5,1.0937470000000002,1983,283000
United Artists|Melvin Frank Production,3.595905172413793,6.099999999999948,10.176281000000015,1966,283000
Wichita Films,3.0,0.0,0.050593,2011,48470
BBC Films|Working Title Films|British Screen Productions|Uplink Co.,3.4705882352941178,5.700000000000002,4.556825000000002,1991,263301
Brandywine Productions,3.5,6.0,0.33955,1976,74938
Fida cinematografica|Sofracima - Audifilm,2.0,0.0,0.320955,1971,73145
Head Gear Films|Reprisal Films|Metrol Technology|Kreo Films FZ|Reel Chefs Catering,3.0921052631578947,5.800000000000007,9.215387999999995,2016,282374
Imagine Entertainment|Columbia Pictures Corporation|JC 23 Entertainment,2.9572706935123043,5.899999999999769,13.473380999999806,2005,283195
Lenfilm,3.548076923076923,6.801923076923078,0.7919135576923076,1984,278022
Monogram Pictures,2.7222222222222223,6.7,0.6518200000000001,1945,151678
"Nordic Film och TV Fund|Sunflower Productions|Norsk Filmfond|Dinamo Story,|SF Norge Filmparken|Samy Boy Entertainment|Sud-Est Productions",3.628712871287129,6.299999999999997,1.0526179999999987,2004,280868
PM Entertainment Group|Barnholtz Entertainment,1.5,10.0,0.9853999999999999,2001,245857
Rootbeer Films|Taurus 7 Film Corporation,2.05,3.1000000000000005,2.305426,1998,282119
Skinny Nervous Guy,3.36,7.3000000000000025,0.8221719999999997,1994,282808
Elías Querejeta Producciones Cinematográficas S.L.,3.7474747474747474,7.0,4.881051000000009,1976,281790
Euro-Images|Les Productions René Thévenet,3.75,8.3,1.1084,1969,123100
France 2 Cinéma|DD Productions|Vértigo Films,3.1166666666666667,6.099999999999997,1.2137910000000003,2003,265335
MCA/Universal Pictures,2.760869565217391,5.299999999999998,0.9566920000000002,1977,249371
Odyssey Media|Rodin Entertainment|Ace Film Company|Chunqiu Time Culture Co.,2.4107142857142856,5.400000000000003,5.135262,2015,279170
P13 Entertainment|Kinetic Filmworks,0.875,2.8000000000000003,1.043862,2013,273369
Paramount Pictures Digital Entertainment,2.934328358208955,5.799999999999969,8.585764999999963,2007,282370
Shaw Brothers|TVB,2.5,5.1000000000000005,0.39981700000000003,2009,253059
Nikkatsu|NTV|Horipro|J Storm|Shochiku,2.775,5.900000000000002,1.2746719999999998,2009,271383
Paramount Pictures|Dino De Laurentiis Company,2.696969696969697,6.0,2.854369000000001,1975,280465
Rival Pictures,3.484042553191489,6.600000000000012,2.003309000000001,2006,280493
Suplex|napalm FiLMS,2.763157894736842,6.200000000000002,1.877915000000001,2002,271383
Titanus|Paris Film|Robert et Raymond Hakim,3.7115384615384617,7.30000000000006,3.804493000000034,1960,282848
Tube Pictures,3.4423076923076925,7.0,1.8066129999999991,2001,271383
Wild Bunch|TF1 Films Production|Produire à Paris|Télégraphe,3.4375,5.5,1.122752,2009,255994
j.j. films,4.0,7.7,0.119106,1965,123100
Film Maker Aps,2.6666666666666665,5.8,1.630916,2014,123100
Impact Pictures|Davis-Films|Constantin Film Produktion,3.073261117445838,5.799999999999962,0.4529340000000183,2010,283170
New Line Cinema|Allied Vision,2.7357069933639613,5.400000000000793,6.685947999999004,1992,283195
Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP),2.4711538461538463,4.5,1.3810220000000013,2004,281469
Pennebaker Productions|Monmouth|Diane Productions|Jason Films|Monica Corp.,3.0526315789473686,5.099999999999999,2.073112000000001,1961,281790
Producciones Barbachano Ponce,3.7413793103448274,7.5,1.128152,1959,281790
Royal Shakespeare Company|Marat Sade Productions,3.736714975845411,5.900000000000001,0.44873300000000055,1966,281790
Toei Company,3.5794871794871796,7.099999999999988,1.9258389999999974,1983,282119
Universal Pictures|F.P. Productions,3.25,7.3,4.31E-4,1972,141955
Universal Studios,2.9025974025974026,5.672294372294407,4.958211687229407,2014,283168
EM Media|UK Film Council|Screen Yorkshire|Film4|Warp X|Madman Entertainment,2.9838709677419355,6.900000000000004,1.2627269999999988,2008,281447
Kasander Film Company,3.111111111111111,6.0,11.322545000000002,2006,263860
Merchant Ivory Productions,3.3181818181818183,5.280333951762551,2.1590986790352678,1996,282793
Richwater Films,3.466666666666667,6.099999999999999,3.587006000000001,2013,282172
Thura Film,3.6020408163265305,6.399999999999988,7.488480999999988,2007,282497
Village Roadshow Pictures|Original Film|Weed Road Pictures|Warner Bros.|Heyday Films|Overbrook Entertainment,3.5041771094402674,6.899999999998706,11.379355000000778,2007,283206
Yleisradio (YLE)|Filminoir,4.0,8.0,0.75899,1990,193616
Fair Film|Incei Film|Cinétel|Montfluor Film,4.166666666666667,7.0,0.712687,1963,178517
Identity Films|CKRush Entertainment,2.230769230769231,5.299999999999999,1.5210079999999997,2006,230433
OOO-Films|Bon Voyage Films,3.6666666666666665,6.299999999999998,2.6470939999999996,2015,275402
Rajshri Productions Pvt Ltd|R.D.Banshal & Co.,3.375,5.4,0.74982,1965,227150
Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,2.3685714285714288,5.599999999999965,10.605850999999921,2003,283036
American Zoetrope|Warner Bros.,3.6010704505850137,6.900000000000444,6.435925999999438,1983,283204
ITC Movie,3.5,6.3,2.125994,2011,280810
Palumbo,2.25,5.5,0.652815,1972,95683
Qwerty Films|N1 European Film Produktions GmbH & Co. KG|First Look International|Raygun Productions,2.989795918367347,5.599999999999999,7.118689999999999,2005,273830
Synthetic Cinema International,2.0,4.6,1.151262,2014,270883
Uni-Bet Productions,5.0,0.0,0.010139,1967,157784
Warner Bros.|United States Pictures,3.1363636363636362,5.6000000000000005,6.578688,1951,275061
Allegro-Film,2.5,6.0,0.589774,1959,100060
Canal+|Alicéléo|Cofimage 11|RIDICULOUS Pictures,3.1818181818181817,6.200000000000002,1.254068,2000,268727
Ekran,3.851063829787234,7.399999999999987,0.7782830000000006,1976,279421
Euro International Films,3.411764705882353,7.0,2.397549,1971,281730
Horsethief Pictures,3.0217391304347827,5.200000000000002,2.9638630000000017,2015,253059
Larry Levinson Productions|Alpine Medien Productions|RHI Entertainment|Brosier,2.5,4.5,0.260102,2006,273842
Big City,3.3333333333333335,6.7,0.456717,1971,193160
CHANCE iN,3.0,0.0,0.05488,2015,161226
Dharamsala,3.75,8.2,0.742137,2014,123100
"HighRoad Entertainment|Prelude Pictures|Lone Runner Entertainment|Kenio Films|Perfect Game, The",3.282608695652174,6.299999999999999,1.8308290000000007,2009,256202
Lions Gate Family Entertainment|Relativity Media|Crest Animation Productions,2.5698529411764706,5.299999999999992,8.166450000000019,2010,279071
Swerve Pictures,2.75,5.5,1.263175,2014,212343
Tallinnfilm,3.8333333333333335,6.599999999999999,0.583519,1969,204896
10th Hole Productions|Anonymous Content|Ambush Entertainment|Maven Pictures|Foggy Bottom Pictures,3.0180722891566263,5.699999999999993,4.807450000000003,2012,274332
American Cinema Productions,2.3431952662721893,4.399999999999987,8.790610000000012,1980,282403
April Films,2.6666666666666665,5.0,0.005984,1984,178517
BBC Films,3.142857142857143,6.0,1.8732140000000006,2006,263637
Channel Four Films|Arte|La Sept-Arte,3.7985175202156336,6.700000000000258,3.986837999999927,1998,283126
Galatée Films|Novo Arturo Films|Constantin Film Produktion|Pathé|France 2 Cinéma|France 3 Cinema|Logline Studios|Blue Screen Productions,3.2037037037037037,6.199999999999999,12.270512999999996,2008,283000
Hearst Entertainment Productions|Gleneagle Productions,2.25,5.6,1.712441,2000,273842
Les Films Pomereu|Medusa Distribuzione,2.0,0.0,0.002001,1973,73145
NALA Films,2.6666666666666665,5.200000000000001,4.186599,2011,266853
The Venus Project|Blue Forest Media,4.25,7.0,0.573175,2015,175495
Visible Pictures|All Entertainment,3.625,7.0,2.254096,2016,263856
Walt Disney Pictures|Genre Films|Beagle Pug Films|Allison Shearmur Productions,3.3570175438596492,6.699999999999876,19.80112799999948,2015,283210
Wild Bunch|Mpower Pictures|Krannel Pictures|binary light,2.65,6.300000000000004,13.952909999999989,2015,277036
"Asylum, The",1.5,3.275,1.4289305833333332,2012,278022
Fondo para la Producción Cinematográfica de Calidad (FOPROCINE)|Producciones Amaranta|Cero en conducta S.L.,4.0,6.5,1.042852,2000,123100
Green Moon Productions|Maestranza Films|Pentagrama Films,2.3846153846153846,6.299999999999998,1.014073,2008,253205
Kadokawa Pictures,3.75,0.0,0.093914,2012,36760
Kaos Entertainment,3.25,5.6,2.207763,2013,189980
arte Cinéma|Documentary & Experimental Film Center,2.75,7.3,1.446837,2016,243002
Allied Artists Pictures|Samuel Bronston Productions,3.28125,6.5,2.9725289999999984,1963,282057
Celluloid Dreams|Rai Cinema|Offside,3.064814814814815,6.399999999999996,2.957936,2009,280868
Coming Home Studios,3.625,0.0,0.023065,2008,215472
Highway One Pictures,4.0,3.5,1.268691,2011,124889
Hollywood Pictures|Largo Entertainment|Scott Free Productions,3.4867564046895354,6.299999999999514,9.568604000000049,1996,283215
Mike Zoss Productions|Studio Canal|Relativity Media|Focus Features|Working Title Films,3.594855305466238,6.600000000000253,7.971423999999689,2009,283170
Oscilloscope Laboratories|Chocolate Frog Films,3.742424242424242,7.199999999999992,2.853240999999998,2013,273874
Paramount Pictures|Nickelodeon Movies|Valhalla Motion Pictures,2.6746216530849827,4.899999999999845,5.146899000000107,2002,282870
Pie Films|Amérique Film,4.166666666666667,5.0,0.14314,2015,206888
Pony Canyon Enterprises,3.6294642857142856,6.90000000000002,3.121214000000007,1998,282733
Viacom Productions,1.75,6.5,0.909611,1987,219815
Canal+,3.1931818181818183,6.5,4.847638999999995,2009,277313
Centre National de la Cinématographie|Cinéa,3.1,5.0,3.7238320000000003,1990,198355
Cinemaster S.r.l.,3.6,7.0,0.134354,1975,271383
"Flame Ventures|Jim Henson Company, The|Prana Studios",1.6666666666666667,6.099999999999999,1.5727269999999998,2008,279012
Haut et Court,3.16,5.599999999999998,2.355531999999999,2005,266881
Leisure Investment Company|Movie Ventures,2.642857142857143,5.9,0.9884079999999998,1980,269098
"Match Factory, The|Deutsche Film- und Fernsehakademie Berlin (DFFB)|Makrorama|Haos Film",1.625,7.0,0.653838,2015,228965
Showtime Networks,3.1769230769230767,5.199999999999994,7.2208150000000035,1996,277407
Studija 2|Lithuanian Film Studios,3.75,5.0,0.149484,2009,123100
Warner Bros.|Edgar Rice Burroughs Inc.,3.0231481481481484,6.0,4.627864999999965,1984,283195
Aaron Spelling Productions,2.875,6.0,0.001586,1970,263685
Cartel Pictures,2.75,4.0,0.395692,2015,112813
Cineclick Asia|Happinet Pictures|Cheongeoram|CJ Capital Investment,3.48270126413839,6.700000000000032,9.386915999999875,2006,283095
Fantasiafilmi Oy,3.0,5.5,0.368474,2005,198439
Fun and Happiness,3.2748091603053435,6.299999999999987,1.7765410000000028,1999,281790
Holly Hill Productions,2.9,6.0,0.3705499999999998,1973,273271
Nina Paley,3.2222222222222223,6.1000000000000005,0.19427299999999997,2012,262989
Panfilm|Artisan Entertainment|Hallmark Entertainment,3.5,5.4,1.765811,2000,135990
Propaganda Films|PolyGram Filmed Entertainment,2.8773584905660377,5.899999999999999,7.449906999999997,1993,275538
Shanxi Film Studio,0.5,4.5,0.102529,2003,198355
Arte|Zweites Deutsches Fernsehen (ZDF)|Copacetic Pictures,2.239130434782609,0.0,0.001183,1999,266966
Bonneville Entertainment|Dalrymple Production|Steinhardt Baer Pictures Company,4.5,6.6,0.209165,1994,214733
British Columbia Film|Canada Council Media Arts|Boneyard Film Company Inc.,3.347985347985348,7.0,2.056754000000004,1996,281342
Cobra Films|Irrintzi Zinema,3.0,0.0,0.001744,1979,148529
Entcorp Communications,1.8394160583941606,4.100000000000006,2.806925999999985,1989,283195
France 3 Cinéma|Westdeutscher Rundfunk (WDR)|Ciné+|France Télévisions|Mediapro|Centre National de la Cinématographie (CNC)|Radio Télévision Suisse (RTS)|Atacama Productions|Valdivia Film|Consejo Nacional de la Cultura y las Artes,3.2,6.599999999999997,0.8813080000000003,2015,269114
Koan Films|Go Films,3.111111111111111,5.2,3.3515270000000004,2014,238039
"Le Monde Entertainment|, Planet Productions|Planet Productions",2.5714285714285716,4.3999999999999995,1.5314739999999998,1996,273842
Pixar Animation Studios,3.4182795698924733,6.95225806451618,7.036145537634415,2014,283000
Radio-televizija Federacije Bosne i Hercegovine (RTVFBiH)|Refresh Production,3.25,7.8,1.018864,2004,123100
Cannon Group,3.136842105263158,5.800000000000068,15.921963999999877,1986,282496
National Film Development Corporation of India|Infinitum Productions|Good Lap Production|Aryasaa Cine Productions,3.1,7.3,0.278628,2014,217457
TriStar Pictures|Gordon Company|Regency International Pictures|The A. Milchan Investment Group,2.8251633986928106,5.400000000000025,4.616516999999994,1989,281790
Twentieth Century Fox Film Corporation|Joseph E. Levine Productions,3.221518987341772,7.0,3.9440119999999923,1978,275538
Warner Bros.|Sig Shore Productions|Superfly Ltd.,3.303225806451613,7.0,1.2225379999999955,1972,281631
Zero Gravity Management,1.375,4.9,1.031808,1986,226031
Escandalo Films|Escándalo Films,3.25,6.0,0.042805,2010,141955
FJ Productions|BB Films,3.5869565217391304,7.5,3.524327,2014,272450
MTV Studios,2.7777777777777777,4.8,3.3677549999999994,2008,266004
Tijuana Productions|Tiberius Film Productions,2.251572327044025,4.5,3.1320190000000103,1983,282936
Universal Pictures|Original Film|One Race Productions|Dentsu Inc.|Relativity Media,3.21305566680016,6.5,1.4989019999999333,2009,283095
Vijaya Productions,2.0,6.5,1.459459,2017,230857
Warner Bros. Television|Wolper Organization|Norman Stephens Productions,3.227272727272727,5.6000000000000005,1.5120319999999998,2008,276473
Wiedemann & Berg Filmproduktion,3.2045454545454546,5.700000000000002,2.9093179999999994,2009,279241
BBC Wales|Canadian Film or Video Production Tax Credit (CPTC),3.5,5.6000000000000005,2.751991,2009,278022
Hallmark Hall of Fame Productions,3.3,6.1000000000000005,6.07112,2014,268018
New Wave Entertainment Television,3.75,10.0,0.476007,2014,260317
P.A.C.|Metro-Goldwyn-Mayer (MGM)|Da Ma Produzione,2.9444444444444446,6.1000000000000005,4.726173,1971,271383
Red Envelope Entertainment|Third Eye Motion Picture Company|RadicalMedia|Entendre Films,3.423076923076923,6.4,0.44660899999999987,2009,275841
Votiv Films|Two Tall Boots|Deep in the Heart Pictures|Ballast Films,3.3333333333333335,5.5,0.386457,2011,171404
WT2 Productions,3.8494897959183674,7.099999999999948,4.333887000000003,2004,282206
Cyan Films,3.3125,6.200000000000002,2.8509979999999993,2016,266004
Illumination Entertainment,3.5,5.7,3.232132,2015,82215
Impala|Riverside Pictures,3.267272727272727,6.2999999999999705,13.006729000000055,1985,282733
John Proffitt Films,2.0,5.7,0.054685,1973,123100
Lexyn Productions,2.75,3.7,0.693442,1987,209688
National Filmi Oy,2.611111111111111,3.299999999999999,0.001021,1990,256730
Société générale des films,3.9937258687258685,8.199999999999902,8.9039529999999,1928,283204
United Artists,2.6213322759714512,5.68053925455959,11.86435887121338,1997,283195
Universal International Pictures (UI),3.2962962962962963,6.50462962962963,2.2852302962962976,1958,275426
Camera 2 Productions|Century Films,2.2435897435897436,5.199999999999993,0.6892780000000011,1973,282564
Comptoir Français du Film Production (CFFP)|Avala Film|Parnass Film|Cinesecolo,2.5,7.0,0.294994,1967,141955
ITI Cinema,3.0,7.0,0.37667,2010,219745
Kings Road Entertainment,2.625,3.8,1.82717,1995,260169
RKO Radio Pictures|Frank Ross Productions,3.25,7.5,0.569912,1943,275204
StudioCanal,3.3333333333333335,7.3,0.614148,2003,238600
Taurus Entertainment Company|Vestron Pictures,2.0,3.8999999999999995,1.5402570000000002,1991,211520
The Javelina Film Company|HBO Films,3.738095238095238,7.099999999999955,4.4701330000000175,2011,283195
Australian Broadcasting Corporation,3.676470588235294,7.0,0.9365669999999989,2014,270073
Bazelevs Production|Channel One Russia|TABBAK,3.3156077348066297,6.199999999999916,7.429079999999951,2006,282309
Fine Line Features|Castle Rock Entertainment|Barcelona Films,3.517615971814445,6.599999999999793,1.6327110000001168,1994,283134
Hollywood House of Horror|The Shadow Factory Inc.,1.8125,1.0,0.414275,2007,253986
Longway Films|ScreenWest|Pork Chop Productions,3.3,5.0,0.105567,2006,178840
Medusa Distribuzione|RAI Radiotelevisione Italiana,0.5,7.0,0.652262,1981,54975
New Line Cinema|Village Roadshow Pictures|Warner Bros.|Flynn Picture Company,2.850448247758761,6.0,20.547925999999556,2015,283117
Picture Park,3.0,0.0,0.249291,2007,175313
Sigmund Neufeld Productions,2.125,2.5,1.084572,1942,216499
Spyglass Entertainment|The Jacobson Company|Touchstone Pictures|Red Horizon Productions,2.676422764227642,5.699999999999552,9.02110699999974,2000,283195
Alcon Entertainment|Warner Bros.,3.498291015625,6.5,7.061185000000091,1999,283153
Bigel / Mailer Films|Palm Pictures,2.8616780045351473,4.599999999999963,1.1910350000000012,1999,283148
Film Kraft,2.9722222222222223,6.599999999999998,2.193229,1995,271313
Hughes Capital Entertainment,3.066666666666667,5.400000000000003,13.415918999999992,2008,280988
Sony Pictures Home Entertainment|Bigel Entertainment,2.411764705882353,4.9,2.475364999999999,2005,273842
TV-60 Filmproduktion|Clasart Film + TV Produktions GmbH|Goldkind Filmproduktion,2.8636363636363638,5.799999999999998,1.0717160000000001,2003,266853
The American Film Theatre|Cinévision Ltée,3.4,7.0,0.926626,1975,196774
Universal Pictures|Chaplin Film Productions Ltd.,2.4318181818181817,5.900000000000003,4.928588999999996,1967,279725
Universal Pictures|Happy Madison Productions,2.8257575757575757,5.800000000000005,6.645798999999908,2007,283095
Arte France|Compagnie des Phares et Balises,2.75,8.0,0.0656,2015,106859
Comedy Dynamics,3.263157894736842,7.599999999999999,1.1183380000000007,2017,281447
L.I.F.T. Production|Flame TV,2.357142857142857,4.6000000000000005,1.5338480000000003,2005,236981
Office Kitano|Bandai Entertainment Inc.|Hu Tong Communications|Artcam International|T-Mark,3.6315789473684212,6.799999999999998,0.6227420000000001,2000,275841
Rex Carlton Productions,2.3577712609970676,4.400000000000018,2.131425000000005,1962,281378
Showbox|㈜팔레트픽처스,3.230769230769231,7.099999999999999,1.7971289999999993,2011,253059
Universal Pictures,3.067041262760573,6.355211460925085,9.187116388093164,2011,283224
Arte|Westdeutscher Rundfunk (WDR)|Bayerischer Rundfunk (BR)|Südwestrundfunk (SWR)|23/5 Filmproduktion GmbH,3.716666666666667,7.0,2.457137999999991,2006,282767
British Broadcasting Corporation (BBC),3.2191011235955056,6.774157303370786,0.22895788764044941,2009,278490
Chop Shop Entertainment|Robert Small Entertainment|Worldwide Biggies,2.78,6.099999999999998,0.928368,2010,279421
Nexus 6 Films|Filmscope Entertainment,1.9166666666666667,3.3000000000000003,1.682406,2009,235783
Jesse L. Lasky Feature Play Company,3.5,0.0,0.010377,1917,227150
Love Project Films,3.3333333333333335,6.8,0.48277300000000006,2015,123100
Miramax Films|Revolution Studios|Persistent Entertainment|Initial Entertainment Group (IEG)|The Ladd Company|Kalis Productions GmbH & Co. Zweite KG|Unfinished Films,3.5822306238185253,6.699999999999942,7.761954000000037,2005,281493
Showbox Entertainment,3.5,5.3,1.109891,2014,214733
Walt Disney Pictures|Filmkameratene A/S|Svensk Filmindustri (SF),3.1923076923076925,6.1,0.7927060000000001,1990,263301
Independent Artists,4.0,7.8,1.133413,1959,123100
Krátký film Praha,4.0,6.8,0.457028,1989,202289
