title,average rating,average vote,average popularity,release year
Oosaravelli,3.3,5.7,0.9785679999999999,2011
Race to Win,3.5,5.4,1.60084,2016
Rose-Marie,3.5,0.0,0.773081,1936
Santa's Pocket Watch,3.5,0.0,2.63E-4,1980
The Lost World,3.125,6.6,3.045997,2001
Two Days,3.4444444444444446,5.0,1.08016,2011
187 (One Eight Seven),3.0285006195786863,6.5,6.476493000000051,1997
Dirty Mary Crazy Larry,3.0288461538461537,6.699999999999994,2.3143369999999983,1974
Geronimo,2.75,4.1,0.400573,1962
Greetings,2.5217391304347827,5.200000000000002,1.1586330000000005,1968
Ill Gotten Gains,2.1944444444444446,0.0,0.0011779999999999996,1997
Jack Frost,2.407072792978833,5.5,7.372418999999777,1998
Loves Her Gun,2.75,5.5,1.263175,2014
"Pajama Game, The",3.366869918699187,6.300000000000041,0.6818710000000009,1957
Preacher's Kid,3.1666666666666665,5.599999999999999,0.7392980000000001,2010
The Spirit of Christmas,3.4285714285714284,7.0,0.130903,1992
The Ugly Duckling,3.3333333333333335,6.599999999999999,0.24051199999999998,1931
The Unchanging Sea,3.0,6.0,0.101471,1910
Un chant d'amour,3.7,7.700000000000002,2.525216,1950
Wise Girl,2.75,6.0,0.367375,1937
Alive,2.763157894736842,6.200000000000002,1.877915000000001,2002
Away All Boats,3.0,6.0,0.765089,1956
Beach Balls,3.5,4.0,0.79402,1988
Before the Devil Knows You're Dead,3.556973293768546,6.899999999999787,9.309966999999686,2007
Birth,2.991408934707904,5.900000000000059,6.771415000000066,2004
Detroit 9000,2.9,6.0,0.3705499999999998,1973
Empire,2.7955665024630543,6.400000000000006,2.148655000000006,2002
For Love or Money,2.75,0.0,0.009913,1963
"Girl He Left Behind, The",0.5,5.0,0.63149,1956
It's Alive III: Island of the Alive,2.0,4.6000000000000005,1.3173220000000003,1987
Last of the Mobile Hot Shots,3.0,0.0,0.313156,1970
Mrs. Pollifax-Spy,3.5,7.5,0.64703,1971
My First War,2.3333333333333335,0.0,0.006588,2008
Newlyweeds,3.25,4.8,0.537877,2013
"One, The",2.9597470697100556,5.700000000000348,9.769047000000667,2001
Shock 'Em Dead,2.2,4.3,0.399834,1991
The First Men in the Moon,2.7222222222222223,5.5,1.4356609999999999,2010
Bewitched (Alter Ego),2.25,3.5,0.340366,1945
Birth of the Living Dead,3.659090909090909,6.599999999999997,1.4521149999999994,2013
"Crazies, The",3.2445223488168273,6.19999999999988,10.914555999999836,2010
Don't Look in the Basement!,2.2435897435897436,5.199999999999993,0.6892780000000011,1973
Green Lantern: First Flight,3.313008130081301,6.299999999999994,11.04060200000003,2009
Joe's Violin,3.5,6.0,0.167879,2016
Mahler,3.361111111111111,5.700000000000002,1.3524670000000005,1974
Rhubarb,3.0,4.2,0.351497,1951
Risen,3.3068181818181817,5.699999999999992,8.759801000000008,2016
To Have and Have Not,4.012206572769953,7.600000000000148,10.003167000000094,1944
Who Am I (Kein System Ist Sicher),3.7742857142857145,7.599999999999951,13.001154999999947,2014
"Dead Hate the Living!, The",1.7222222222222223,3.8999999999999995,1.149604,2000
El Paso,1.5,5.5,2.337457,1949
"Fly, The",3.3151168451801363,6.900000000000466,8.407369000000308,1958
I Hate Luv Storys,3.0357142857142856,6.1,2.0450459999999997,2010
Lotus Eaters,4.0,5.400000000000001,0.801038,2013
Ochtendzwemmers,2.5,0.0,0.001873,2001
Passengers,3.0082644628099175,5.700000000000026,6.274736000000014,2008
Poor Sasha,3.7142857142857144,5.0,0.260901,1997
Table 19,2.9957627118644066,6.200000000000008,8.645067000000017,2017
The Big Gun,4.0,5.0,0.049468,1981
The Skateboard Kid II,0.5,4.0,1.198688,1995
Trilogy: The Weeping Meadow (Trilogia: To livadi pou dakryzei),3.5,7.300000000000002,1.249402,2004
You May Not Kiss the Bride,2.878787878787879,5.599999999999997,9.664896,2011
Barbara,3.592391304347826,7.299999999999995,4.912681000000007,2012
Buddy Hutchins,0.5,3.3,1.77499,2015
Jim Gaffigan: Cinco,3.263157894736842,7.599999999999999,1.1183380000000007,2017
Repli-Kate,2.574074074074074,5.400000000000002,5.433616,2002
"Signed, Sealed, Delivered: One in a Million",4.0,5.0,0.639731,2016
We Don't Live Here Anymore,3.1996587030716723,5.7999999999999705,2.127660999999992,2004
30 Minutes or Less,3.069193742478941,5.599999999999987,9.763493000000162,2011
Bad Girls Go To Hell,2.5,5.1000000000000005,0.534341,1965
Barbie: The Princess & The Popstar,2.4814814814814814,6.0,6.135769000000001,2012
Buzzard,3.3947368421052633,5.799999999999998,1.3957270000000004,2015
"Die Frau, die im Wald verschwand",1.0,0.0,0.006667,2009
Four Heads Are Better Than One (Un homme de tête),3.6607142857142856,6.8000000000000025,0.9663660000000005,1898
Heidi,3.3607888631090486,7.199999999999959,1.3959999999999975,1937
Last Life in the Universe (Ruang rak noi nid mahasan),3.806451612903226,7.30000000000002,6.700563000000015,2003
Let Me In,3.5822676896845693,6.699999999999874,11.119459999999899,2010
Mermaids,3.2046493902439024,6.5,5.5523700000001295,1990
Screwballs,2.6,4.700000000000001,1.551446,1983
"Sense of History, A",3.7,7.4,0.17745300000000003,1992
Talk to Her (Hable con Ella),3.966420576327697,7.5,6.64827800000036,2002
Ardor,2.5,5.8,1.878372,2002
At Play in the Fields of the Lord,3.3962264150943398,5.799999999999999,2.151435999999996,1991
Bunker Palace Hôtel,3.0,6.3999999999999995,0.8493579999999998,1989
Everybody Wins,1.6,4.1,0.304133,1990
Godfrey: Black By Accident,4.5,8.0,0.116337,2011
"Honest Liar, An",3.786697247706422,7.299999999999972,2.400780999999997,2014
Leprechaun: Origins,1.7272727272727273,3.7999999999999985,4.438002999999999,2014
Melissa P.,2.264705882352941,4.1000000000000005,5.257142000000001,2005
My Man and I,2.75,0.0,0.440826,1952
Nine to Five (a.k.a. 9 to 5),3.2971593430980914,6.7000000000001805,15.4582579999996,1980
Only Clouds Move the Stars,3.5,7.8,0.27034,1998
Stray Dog (Nora inu),3.911417322834646,7.300000000000064,2.787661000000008,1949
Tazza: The High Rollers,3.5416666666666665,6.700000000000002,1.8747219999999996,2006
Textuality,1.3333333333333333,4.3,0.98388,2011
"Abar, the First Black Superman",2.0,4.5,3.08E-4,1977
Body Waves,2.25,7.0,1.233935,1992
Charlie,3.1875,7.3999999999999995,1.188662,2015
Charlie Chan in the Secret Service,2.75,7.1000000000000005,0.7388180000000001,1944
"Dream Team, The",3.223,6.0,4.205858000000018,1989
Highway Patrolman,3.875,8.0,0.160818,1991
"I, a Woman",2.75,8.8,0.16036,1965
Key Largo,3.9915857605177996,7.5999999999997385,7.5884890000003615,1948
Love in Rome,3.0,0.0,0.576276,1960
Lucid Dream,2.9545454545454546,6.799999999999998,1.7488379999999994,2017
Spring,3.8333333333333335,6.599999999999999,0.583519,1969
The Founding of a Republic,3.1666666666666665,4.9,1.9420279999999999,2009
Vice Squad,2.892857142857143,6.0,0.8701740000000003,1982
Wartorn: 1861-2010,2.8333333333333335,5.5,0.581084,2010
Bedouin,3.5,4.0,1.015759,2011
"Day The Earth Froze, The (Sampo)",2.9166666666666665,2.0,0.9471920000000005,1959
Dream Home (Wai dor lei ah yut ho),2.888888888888889,6.5,3.26531,2010
"Holy Man, The (Mahapurush)",3.375,5.4,0.74982,1965
Little Sister,3.0142857142857142,6.199999999999997,2.4459750000000002,2016
My Little Pony: Equestria Girls,3.1375,7.099999999999999,8.353230999999996,2013
The Red Inn,3.888888888888889,5.0,2.691581,2007
Voyage in Time,3.9285714285714284,5.799999999999999,0.538122,1983
White on Rice,0.5,6.4,0.204236,2009
1939: Hollywood's Greatest Year,4.0,8.0,0.09780500000000002,2009
Blackadder's Christmas Carol,3.76431718061674,7.599999999999941,1.9863340000000242,1988
Borrowed Time,3.7,7.800000000000003,3.733440000000001,2016
Death Note: R2 - L o Tsugu Mono,3.7432432432432434,7.199999999999995,0.635941,2008
Dutch in Seven Lessons,1.0,5.0,0.388282,1948
Escape From Tomorrow,2.429411764705882,4.800000000000007,4.318643000000004,2013
It's a Disaster,3.5272727272727273,6.0,3.5428600000000037,2012
Lasa y Zabala,2.0,6.8,1.323874,2014
No Reservations,3.2525139664804468,6.100000000000042,9.672316999999829,2007
One Rogue Reporter,4.5,5.0,0.109031,2014
Poor But Beautiful,3.75,7.3,0.717089,1957
Raspberry Boat Refugee,3.272727272727273,6.0,1.035143,2014
"Surgeon, The",2.5,6.6,1.141545,1995
The Cook,3.8333333333333335,6.5,0.125203,1972
The Hire: Powder Keg,3.347826086956522,6.8,1.3063900000000002,2001
The Nutcracker in 3D,1.8125,5.3,3.394928,2009
Walking Tall,3.020783373301359,6.0,10.577564999999735,2004
"Young and the Damned, The (Olvidados, Los)",3.9200819672131146,7.900000000000034,3.563355000000001,1950
Andiamo a quel paese,3.5,5.9,3.786727,2014
Charlie Chan in Egypt,2.6666666666666665,6.3999999999999995,1.06717,1935
Cougar Hunting,3.0,2.6,1.486976,2011
Crooklyn,3.263948497854077,6.69999999999998,2.5330220000000474,1994
Crossworlds,2.58,4.599999999999998,3.1148830000000003,1997
"Cuckoo, The (Kukushka)",3.852772466539197,6.900000000000061,2.4811649999999914,2002
"Dana Carvey: Straight White Male, 60",3.09375,6.599999999999998,0.8537839999999997,2016
Doctor Who: A Christmas Carol,3.841328413284133,7.9000000000000385,2.906731000000007,2010
Equilibrium,3.741841385597083,6.900000000000108,12.67163700000252,2002
Ernest Scared Stupid,2.1553672316384183,5.900000000000055,4.197955000000043,1991
Night of the Zombies (a.k.a. Batallion of the Living Dead),2.2717391304347827,0.0,0.0,1981
Poetical Refugee,3.1666666666666665,6.5,0.803169,2000
Sniper,3.065,5.900000000000045,9.337392999999915,1993
Brothers in Arms,2.0,2.7,1.061451,2005
Chamatkar,2.8333333333333335,6.5,0.03312500000000001,1992
"Chocolate Soldier, The",4.5,0.0,0.00118,1941
Claustrofobia,2.0,4.8,0.890593,2011
Do Fish Do It? (Fickende Fische),2.6875,4.5,0.17476899999999998,2002
Galileo,3.4,7.0,0.926626,1975
Holiday,3.5,6.8999999999999995,1.030625,2006
Jeanne Eagels,3.0,0.0,0.026219,1957
Manos sucias,3.7,7.0,0.732831,2014
"Moon in the Gutter, The (La lune dans le caniveau)",2.4285714285714284,6.0,1.0988,1983
"Perfect Game, The",3.282608695652174,6.299999999999999,1.8308290000000007,2009
Santa Baby 2,2.6875,4.5,1.057133,2009
Savageland,2.0,6.3,0.376757,2017
Saved by the Bell: Wedding in Las Vegas,2.125,4.3,0.518179,1994
Snow Shark: Ancient Snow Beast,0.5,4.0,0.23136,2011
The Lady in the Van,3.295302013422819,6.0,5.79937299999998,2015
The other me,3.3333333333333335,8.0,1.116287,2017
Absurdistan,3.0681818181818183,6.400000000000002,0.5903860000000001,2008
Cria Cuervos,3.7474747474747474,7.0,4.881051000000009,1976
David Spade: Take the Hit,4.0,0.0,0.001684,1998
Extraterrestrial,3.0,6.7,0.332368,2007
Petting Zoo,1.625,7.0,0.653838,2015
Punk in London,3.25,7.5,0.118539,1977
Search Party,2.5869565217391304,5.200000000000002,9.003162000000001,2014
The 3 Penny Opera,3.6097560975609757,7.3999999999999995,1.1646149999999997,1931
"Tom, Dick and Harriet",2.0,4.4,0.360812,2013
We Were Here: Part 2,2.3333333333333335,8.3,1.547683,2012
Zero Kelvin (Kjærlighetens kjøtere),3.519607843137255,6.399999999999987,0.47233500000000056,1995
Baahubali: The Beginning,3.48,7.5,11.809670000000004,2015
"Ballad of Narayama, The (Narayama bushiko)",3.5794871794871796,7.099999999999988,1.9258389999999974,1983
"Catechism Cataclysm, The",1.75,3.9,0.315696,2011
Flypaper,3.2337662337662336,6.200000000000017,8.132747999999994,2011
It Had to Be You,3.0952380952380953,5.800000000000004,0.6082269999999996,2000
Men at Work,2.685579196217494,5.5,8.339485000000161,1990
Official Rejection,4.0,2.5,0.497752,2009
The Buddha,4.166666666666667,6.0,0.386889,2010
The Mistletoe Promise,3.6,6.5,1.87656,2016
The No Mercy Man,2.0,5.7,0.054685,1973
Thunder Alley,3.5,4.8,0.071829,1985
iBoy,2.9586466165413534,6.0,8.015814999999982,2017
Aim High In Creation,3.5,7.0,0.16518,2013
Amiche da morire,2.6666666666666665,6.2,2.572216,2013
Big Bullet,3.3333333333333335,7.3,0.945427,1996
"Bodies, Rest & Motion",2.902173913043478,4.300000000000007,2.296733999999995,1993
Fortune and Men's Eyes,3.8333333333333335,3.7000000000000006,0.1223,1971
I Won the New Year's Lottery,2.0,5.5,0.194407,1989
Larry Gaye: Renegade Male Flight Attendant,2.0833333333333335,5.1000000000000005,0.69891,2015
Like Crazy,3.438888888888889,6.5,8.002786000000013,2011
Mirror Mirror,2.930835734870317,5.5,14.170183000000135,2012
My Favorite Wife,3.8569444444444443,7.199999999999988,2.063446999999997,1940
"Oxford Murders, The",3.1232876712328768,5.7000000000000295,5.97385000000003,2007
Princess Caraboo,3.046511627906977,4.400000000000049,1.943322999999984,1994
Starring Adam West,2.75,8.0,0.363086,2013
Toy Story That Time Forgot,3.2292576419213974,6.799999999999972,8.609555,2014
Treasure Island,3.5433734939759036,6.893253012048245,2.6747699469879413,1972
Turbo Kid,3.4879032258064515,6.799999999999971,16.30465300000005,2015
Up 'n' Under,2.0,5.6,0.219999,1998
Weekend (a.k.a. Le Week-end) (Week End),3.6526479750778815,7.200000000000008,2.937012999999985,1967
48 Weeks Later,3.0,3.3,0.224612,2006
"Abominable Dr. Phibes, The",3.4518304431599227,6.90000000000006,9.468735999999899,1971
Amores Perros (Love's a Bitch),3.9970289855072463,7.5999999999990795,5.958138000001057,2000
Diary of a Cannibal,1.8125,1.0,0.414275,2007
Finder's Fee,3.2738095238095237,5.800000000000004,6.693644000000004,2001
Johnny Corncob,3.5,0.0,2.0E-6,1973
"Masquerade (Gwanghai, Wangyidoen namja)",3.426470588235294,7.400000000000004,3.2910159999999995,2012
Northern Limit Line,3.75,5.7,1.258682,2015
Presidentintekijät,2.8333333333333335,0.0,0.014121,2014
"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff)",1.75,5.8,0.315662,1920
The Devil's Candy,3.1341463414634148,6.39999999999999,9.968649000000019,2015
Tung Moon,3.0,6.200000000000001,0.9171189999999998,2009
Vääpeli Körmy ja marsalkan sauva,2.611111111111111,3.299999999999999,0.001021,1990
Woman's World,3.5,5.7,0.61847,1954
Chasing Mavericks,3.536363636363636,7.0,8.965733,2012
"Cherry, Harry & Raquel!",3.3333333333333335,7.099999999999999,1.164316,1970
Cycling Chronicles: Landscapes the Boy Saw,2.5,3.0,0.095752,2004
Detective (Détective),3.5357142857142856,6.799999999999998,0.532973,1985
Elizabethtown,3.1315789473684212,6.100000000000179,11.82080999999984,2005
How to Keep the Red Lamp Burning,2.75,6.0,0.494739,1965
Just Between Us,2.75,5.5,0.959391,2010
Little Odessa,3.3044914134742402,6.399999999999998,1.8612920000000288,1994
Love and the Frenchwoman,3.0,6.0,0.041026,1960
San Andreas,2.850448247758761,6.0,20.547925999999556,2015
Sunnyside,2.772727272727273,6.3999999999999995,1.105613,1919
Swimfan,2.33596837944664,5.0,8.42141100000004,2002
The Void,1.7,4.0,0.143416,2016
Confetti,3.142857142857143,6.0,1.8732140000000006,2006
Conseil de famille,2.25,3.0,0.007319,1986
Crazed Fruit (Kurutta kajitsu),3.0,7.5,0.43530300000000016,1956
Human Nature,3.269942196531792,6.100000000000032,7.714093999999945,2001
Little Witches,2.5714285714285716,4.3999999999999995,1.5314739999999998,1996
"Man, The",2.8203389830508474,5.426440677966123,11.019593996610165,2005
Pizza,3.75,5.8,1.061041,2005
The Fort,4.0,8.0,0.4122100000000001,2014
They Bite,2.5166666666666666,5.5,0.4669910000000001,1996
Совершенно серьезно,3.5,7.0,0.38171,1961
Audrie & Daisy,3.3333333333333335,7.199999999999996,3.8707619999999996,2016
Body Language,3.3333333333333335,0.0,0.005517,1995
Gunnm,3.5,6.799999999999998,1.592364,1993
Guns for San Sebastian,3.2142857142857144,6.799999999999999,1.5763960000000001,1968
Irène,2.25,6.9,0.459399,2002
Nightmaster (Watch the Shadows Dance),2.0,5.2,0.266017,1987
Obit,3.45,5.299999999999999,1.7281080000000002,2017
On the Run,3.2162162162162162,7.0,0.10333399999999993,2002
Once Upon a Time in Shanghai,3.25,6.900000000000003,3.5500470000000006,2014
"Overbrook Brothers, The",1.0,0.0,0.009631,2009
Plan 9,3.25,4.1,1.224136,2015
Seattle Superstorm,2.0,3.3,10.049661,2012
Taxi,3.7710843373493974,6.8000000000000025,4.440102000000006,2015
"War You Don't See, The",3.7777777777777777,7.0,0.732773,2010
Au Hasard Balthazar,3.8056300268096517,7.800000000000032,4.530600999999986,1966
Backyard Dogs,1.5,10.0,0.9853999999999999,2001
Gleason,2.8333333333333335,6.0,1.427217,2002
Invitation,5.0,0.0,0.00414,1952
"Postman Always Rings Twice, The",3.362657091561939,6.399999999999882,8.049041999999918,1981
Progression,3.25,4.8,0.404863,2009
Rewind This!,3.4404761904761907,7.0,1.2833970000000006,2013
Scare Campaign,3.3125,6.200000000000002,2.8509979999999993,2016
Sherman's March,3.6666666666666665,6.300000000000004,0.0035529999999999997,1985
Six Acts,2.857142857142857,8.0,0.918151,2012
The Burgos Trial,3.0,0.0,0.001744,1979
The Condemned 2,2.8333333333333335,4.1,2.645672,2015
The New Gulliver,1.5,6.5,0.554008,1935
52 Pick-Up,3.136842105263158,5.800000000000068,15.921963999999877,1986
A Thousand Times Stronger,3.0,5.7,1.072412,2010
All I Desire,3.230769230769231,7.700000000000002,1.3380539999999999,1953
Dead Heat,2.0,4.8,1.377516,2002
"English Teacher, The",2.852272727272727,5.800000000000004,9.673017000000003,2013
Inner Demons,2.769230769230769,4.6000000000000005,2.4053150000000008,2014
Nazarin (Nazarín),3.7413793103448274,7.5,1.128152,1959
"Peacekeeper, The",2.5113636363636362,4.3000000000000025,1.1312619999999998,1997
"Silent Night, Deadly Night 4: Initiation",1.8333333333333333,4.6,0.6167,1990
Snowballs,2.7,6.0,0.502533,2011
The Chosen One: Legend of the Raven,1.0,7.0,0.125107,1998
The Furthest End Awaits,2.5,5.2,0.164005,2014
The Girl with the Red Hair,2.5,6.3,0.124225,1981
"Cheap Detective, The",3.007751937984496,6.600000000000015,3.3514410000000066,1978
Clue,3.4907201187824795,7.099999999999278,7.720008999999657,1985
Dum Maaro Dum,3.5,5.4,0.277393,2011
Fugly!,0.5,4.9,4.149553,2013
Kopps,3.431390977443609,6.400000000000058,2.939129000000023,2003
"Low Down, The",2.52,0.0,0.49072800000000016,2000
"Machine, The",3.1904109589041094,5.900000000000039,5.871579000000056,2013
Meth,4.0,0.0,0.004174,2006
Rebound,2.3472222222222223,5.199999999999997,4.373456999999989,2005
Sitting Target,3.25,7.2,0.235578,1972
Vivacious Lady,3.590909090909091,6.0,0.6732599999999995,1938
Big Bad Love,2.423076923076923,6.5,0.4374380000000001,2001
Blades of Blood,3.5,6.200000000000001,1.471126,2010
Charlotte's Web 2: Wilbur's Great Adventure,2.75,4.6000000000000005,1.094403,2003
Confessions of a Dangerous Mind,3.5730082600586197,6.599999999999111,9.488449500000506,2002
Did You Hear About the Morgans?,2.7493796526054592,5.099999999999962,7.323405000000056,2009
Down Three Dark Streets,2.0,6.0,0.329004,1954
Gardens in Autumn,3.25,5.9,0.229323,2006
High and Dizzy,2.9,8.5,0.21714799999999998,1920
Rapture (Arrebato),2.9583333333333335,5.8999999999999995,0.7914250000000002,1980
So Sweet... So Perverse,3.0,5.8,0.158707,1969
This Land Is Mine,3.2222222222222223,6.1000000000000005,0.19427299999999997,2012
Touching Home,3.0,5.8,0.457416,2008
A Hill in Korea,3.0,7.0,1.289579,1956
Collateral Beauty,3.438320209973753,6.900000000000049,14.575883000000097,2016
Come Together,3.6826923076923075,7.600000000000005,1.8173639999999989,2016
"Decline of the American Empire, The (Déclin de l'empire américain, Le)",3.597107438016529,6.799999999999971,2.725818000000003,1986
Finale,2.5,2.8,0.703549,2007
Into the West,3.3958333333333335,7.800000000000002,0.9200230000000004,2005
Jet Lag (Décalage horaire),2.9487951807228914,5.700000000000017,3.490295999999994,2002
"Kite Runner, The",3.7712680577849116,7.300000000000043,5.970067000000137,2007
"Like Father, Like Son",4.0,0.0,0.002932,1965
Mexican Hayride,3.875,6.0,1.01699,1948
Milagro Beanfield War,3.644194756554307,6.699999999999941,5.56568000000003,1988
Nathalie...,3.1166666666666667,6.099999999999997,1.2137910000000003,2003
"Night of the Hunter, The",4.00705329153605,7.8999999999997526,7.8923369999997774,1955
The Duke of Burgundy,3.261111111111111,6.10000000000001,6.509546,2014
Asura: The City of Madness,3.0,5.799999999999999,3.0759809999999996,2016
Barcelona,3.517615971814445,6.599999999999793,1.6327110000001168,1994
Black Pond,3.611111111111111,5.3,0.635191,2011
Blue Ruin,3.720360824742268,6.899999999999963,11.509412000000095,2013
Caótica Ana,3.576923076923077,6.899999999999997,4.502465,2007
Entity,3.25,4.299999999999999,1.3426909999999994,2012
Far from the Madding Crowd,3.5579937304075235,6.799999999999979,7.8324840000000195,2015
Millennium,2.753315649867374,5.0,2.7420849999999826,1989
"Punisher, The",2.4240162822252374,5.5,12.597612999999923,1989
Rabbits,3.2734375,7.100000000000008,2.6072149999999974,2002
"Sea Inside, The (Mar adentro)",3.925537231384308,7.200000000000241,14.697680000000352,2004
The Taming of the Scoundrel,4.032608695652174,7.0,8.544677999999985,1980
U Be Dead,1.0,0.0,0.009464,2009
Une famille à louer,1.75,5.2,6.618931,2015
After the Wall: A World United,3.0,0.0,0.007059,2011
Aftermath: Population Zero,3.46875,6.700000000000002,1.328618,2008
Angel Baby,3.4264264264264264,7.699999999999989,0.7756160000000066,1995
Cinema Komunisto,2.9,5.0,0.168405,2010
Confidentially Connie,4.5,4.0,0.092012,1953
Dorfman,3.0,5.8999999999999995,7.325924,2011
Eat Drink Man Woman (Yin shi nan nu),4.022713368002448,7.5,4.860015999999481,1994
Fish & Cat,3.3333333333333335,7.0,0.769553,2013
Jackie & Ryan,3.25,5.5,3.104679,2015
Just Another Love Story (Kærlighed på film),3.6020408163265305,6.399999999999988,7.488480999999988,2007
"Nut Job, The",2.9006849315068495,5.5,7.875793000000009,2014
One More Time With Feeling,3.9782608695652173,8.400000000000004,1.2024590000000004,2016
Open Season,2.893939393939394,0.0,0.012456000000000014,1996
The Caretaker,2.25,3.5,0.157168,2008
The Great Alone,3.75,6.5,0.097444,2015
Tragic Ceremony,1.8333333333333333,6.0,0.144706,1972
Fun with Dick and Jane,2.9572706935123043,5.899999999999769,13.473380999999806,2005
Honey Moon (Honigmond),1.9333333333333333,0.0,0.652621,1996
Invisible Ghost,3.3333333333333335,5.3,1.289375,1941
"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache)",3.7903225806451615,7.5,0.8289490000000005,1924
"North Avenue Irregulars, The",3.185185185185185,5.5,0.43725599999999976,1979
Scooby-Doo! And the Legend of the Vampire,3.088235294117647,5.8000000000000025,3.7209940000000015,2003
Whitey,2.75,6.9,1.847632,1980
Wrong Turn 2: Dead End,2.6463414634146343,5.5,16.346149999999962,2007
Arcana,2.25,5.5,0.652815,1972
Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu),3.388888888888889,6.900000000000004,3.611017000000001,2008
Chris Rock: Bigger & Blacker,3.5844155844155843,7.800000000000001,1.7493170000000013,1999
Concerning Violence,2.875,7.5,0.083801,2014
Connie and Carla,3.13953488372093,6.400000000000011,9.50233200000002,2004
Go West Young Man,2.5,4.8,0.476393,1936
H.O.T.S.,2.239130434782609,5.100000000000014,0.5851770000000013,1979
In a Town This Size,2.6666666666666665,0.0,0.0070680000000000005,2011
Juice,3.369047619047619,7.0,5.5473980000000145,1992
Photographing Fairies,3.323529411764706,5.200000000000001,0.910451,1997
Playing,3.6,7.4,0.93861,2007
"Story of Louis Pasteur, The",3.5294117647058822,6.599999999999998,0.7625119999999997,1935
El Viaje de la Nonna,4.0,6.0,0.077519,2008
Het zwijgen,1.0,6.0,0.039352,2006
Manhole,3.0,6.4,1.093521,2014
Metro Manila,3.742424242424242,7.199999999999992,2.853240999999998,2013
"Moon-Spinners, The",3.433673469387755,6.2,0.9853619999999987,1964
Scialla!,3.5,6.3,2.125994,2011
"Story of a Cheat, The (Roman d'un tricheur, Le)",3.5,7.6,0.6464160000000001,1936
Targets,3.5921052631578947,6.599999999999996,1.7388629999999983,1968
The Periwig-Maker,3.5,8.1,0.620529,1999
"Tie That Binds, The",2.841292134831461,4.5999999999999766,1.8204190000000067,1995
Wuthering Heights,3.1506024096385543,6.0,5.276684999999991,2011
Bliss (Mutluluk),3.5294117647058822,7.099999999999998,0.844469,2007
Charro!,3.3333333333333335,5.7,1.426253,1969
Devoured,3.142857142857143,6.3999999999999995,1.3436470000000003,2012
Dreamboat,2.9,7.0,0.47928800000000005,1952
Eden,3.16,5.700000000000001,10.919636,2014
Gemini,2.5,0.0,0.7030449999999999,2017
"Kid, The",3.92676944639103,8.0,8.168455999999932,1921
Lackawanna Blues,3.4166666666666665,6.0,1.5155409999999998,2005
Miraklet i Viskan,3.1666666666666665,5.0,0.079065,2015
The Day of the Triffids,3.5,5.6000000000000005,2.751991,2009
Baarìa,3.4838709677419355,7.099999999999996,7.109368999999995,2009
Castle of Purity (El castillo de la pureza),3.857142857142857,7.3999999999999995,1.202765,1973
Gaiir,2.5,0.0,0.005882,2009
Gigi,2.9523809523809526,6.0,0.43085999999999997,1949
"Holy Land, The",3.3095238095238093,0.0,0.0017139999999999998,2001
Junun,3.8125,7.8999999999999995,1.609769,2015
Khumba,2.8684210526315788,5.799999999999998,5.219667,2013
La Sapienza,2.75,6.7,0.24298099999999997,2014
Rams,3.731707317073171,7.300000000000001,3.148710999999997,2015
"7th Voyage of Sinbad, The",3.598676293622142,6.799999999999893,11.118378999999651,1958
A Night for Dying Tigers,4.333333333333333,4.0,0.508032,2010
Abandoned,2.826923076923077,4.900000000000002,2.085279,2010
Att stjäla en tjuv,1.8,1.0,0.370968,1996
I'm Not Ashamed,3.625,7.0,2.254096,2016
Iris,3.4642857142857144,7.5,2.6442810000000025,2014
La Soif du Monde,5.0,6.3,0.162772,2012
"Lonely Passion of Judith Hearne, The",3.625,5.9,0.872709,1987
Merlin and the War of the Dragons,1.7,3.1,0.919617,2008
Morocco,3.492857142857143,6.6000000000000085,1.6917959999999976,1930
Outlanders,1.1666666666666667,1.0,0.136933,1986
Picnic at Hanging Rock,3.737150127226463,7.100000000000238,6.8112639999999445,1975
Samurai Banners (Fûrin kazan),3.625,7.9,0.622677,1969
The Beautiful Truth,4.0,7.3,0.288359,2008
The Loves of Hercules,2.0833333333333335,4.2,1.49308,1960
Turning Point,2.5,5.1000000000000005,0.39981700000000003,2009
Unstoppable,3.388210140500916,6.299999999999953,12.69705899999969,2010
977,3.0,3.0,0.117195,2006
Antboy,2.75,5.3,6.383492,2013
Boyka: Undisputed IV,3.3088235294117645,5.8000000000000025,67.95505499999996,2016
Breakin' All the Rules,2.736111111111111,5.800000000000007,5.41474899999999,2004
"Butcher's Wife, The",2.8591389728096677,5.6000000000001275,6.825982999999967,1991
Counsellor at Law,3.3076923076923075,6.599999999999999,0.499504,1933
Crackerjack,3.4285714285714284,7.300000000000008,0.111834,2002
Dickson Greeting,1.75,4.8,1.041504,1891
Doodlebug,3.1595744680851063,6.600000000000012,3.7299269999999956,1997
House on Haunted Hill,2.580564539841223,5.5,10.187278000000356,1999
Maternal Halfbrothers (Braca po materi),3.0,0.0,6.9E-5,1988
"Profit, The",3.75,4.5,0.597295,2001
Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma),3.4375,7.900000000000003,2.583187000000001,1990
Tamas and Juli,2.75,6.0,0.036472,1997
